Sample	Protists_1k	Bacteria_24k	Human	Fungi_RefSeq_release	Bird	Plant	Coral	Viruses	Vectors	Contamnts_Adaptrs	Multiple Genomes	No hits
Sor-ABur_006-Ex1-11G-lcwgs-1-T.clmp.fp2_r1_screen	35071.0	4997.0	3895.0	2902.0	2017.0	539.0	528.0	113.0	3.0	0.0	129836.0	2066045.0
Sor-ABur_006-Ex1-11G-lcwgs-1-T.clmp.fp2_r2_screen	34715.0	4924.0	3830.0	2812.0	1886.0	498.0	498.0	130.0	6.0	0.0	129928.0	2066719.0
Sor-ABur_007-Ex1-12G-lcwgs-1-T.clmp.fp2_r1_screen	22385.0	2187.0	2631.0	1909.0	1309.0	391.0	367.0	82.0	6.0	0.0	74100.0	1273770.0
Sor-ABur_007-Ex1-12G-lcwgs-1-T.clmp.fp2_r2_screen	22185.0	2125.0	2633.0	1921.0	1271.0	391.0	350.0	78.0	7.0	0.0	74406.0	1273770.0
Sor-ABur_008-Ex1-1H-lcwgs-1-T.clmp.fp2_r1_screen	30978.0	5178.0	31088.0	2812.0	1866.0	570.0	524.0	119.0	5.0	0.0	120866.0	1797835.0
Sor-ABur_008-Ex1-1H-lcwgs-1-T.clmp.fp2_r2_screen	31063.0	5043.0	31166.0	2801.0	1760.0	527.0	497.0	105.0	7.0	0.0	120838.0	1798034.0
Sor-ABur_009-Ex1-2H-lcwgs-1-T.clmp.fp2_r1_screen	25872.0	2803.0	3109.0	2328.0	1444.0	432.0	432.0	85.0	3.0	0.0	90717.0	1546785.0
Sor-ABur_009-Ex1-2H-lcwgs-1-T.clmp.fp2_r2_screen	25507.0	2768.0	3096.0	2163.0	1506.0	412.0	381.0	94.0	2.0	0.0	91464.0	1546617.0
Sor-ABur_010-Ex1-3H-lcwgs-1-T.clmp.fp2_r1_screen	17068.0	2666.0	2073.0	1485.0	1010.0	306.0	286.0	47.0	5.0	0.0	62322.0	967958.0
Sor-ABur_010-Ex1-3H-lcwgs-1-T.clmp.fp2_r2_screen	17112.0	2623.0	2187.0	1506.0	988.0	254.0	278.0	52.0	5.0	0.0	62474.0	967747.0
Sor-ABur_011-Ex1-4H-lcwgs-1-T.clmp.fp2_r1_screen	11210.0	1124.0	1256.0	953.0	634.0	173.0	174.0	37.0	1.0	0.0	40139.0	640558.0
Sor-ABur_011-Ex1-4H-lcwgs-1-T.clmp.fp2_r2_screen	11088.0	1152.0	1243.0	922.0	580.0	147.0	158.0	36.0	1.0	0.0	40235.0	640697.0
Sor-ABur_012-Ex1-5H-lcwgs-1-T.clmp.fp2_r1_screen	10292.0	2553.0	1121.0	857.0	567.0	148.0	151.0	31.0	5.0	0.0	39997.0	586228.0
Sor-ABur_012-Ex1-5H-lcwgs-1-T.clmp.fp2_r2_screen	10137.0	2552.0	1116.0	816.0	518.0	137.0	143.0	40.0	1.0	0.0	40390.0	586100.0
Sor-ABur_013-Ex1-6H-lcwgs-1-T.clmp.fp2_r1_screen	10111.0	4218.0	1141.0	829.0	584.0	146.0	168.0	48.0	4.0	0.0	37907.0	609363.0
Sor-ABur_013-Ex1-6H-lcwgs-1-T.clmp.fp2_r2_screen	10265.0	4222.0	1114.0	875.0	536.0	142.0	162.0	51.0	2.0	0.0	38052.0	609098.0
Sor-ABur_014-Ex1-7H-lcwgs-1-T.clmp.fp2_r1_screen	21036.0	3927.0	2221.0	1765.0	1179.0	333.0	310.0	61.0	0.0	0.0	81169.0	1222925.0
Sor-ABur_014-Ex1-7H-lcwgs-1-T.clmp.fp2_r2_screen	21039.0	3902.0	2317.0	1688.0	1118.0	300.0	266.0	69.0	4.0	0.0	81431.0	1222792.0
Sor-ABur_015-Ex1-8H-lcwgs-1-T.clmp.fp2_r1_screen	13411.0	581.0	1637.0	1147.0	768.0	239.0	234.0	39.0	2.0	0.0	41950.0	729559.0
Sor-ABur_015-Ex1-8H-lcwgs-1-T.clmp.fp2_r2_screen	13320.0	612.0	1617.0	1128.0	710.0	221.0	222.0	42.0	1.0	0.0	41977.0	729717.0
Sor-ABur_016-Ex1-9H-lcwgs-1-T.clmp.fp2_r1_screen	12739.0	2842.0	1483.0	1099.0	713.0	191.0	200.0	49.0	2.0	0.0	49097.0	725255.0
Sor-ABur_016-Ex1-9H-lcwgs-1-T.clmp.fp2_r2_screen	12784.0	2791.0	1343.0	1056.0	657.0	180.0	184.0	37.0	5.0	0.0	49140.0	725493.0
Sor-ACan_001-Ex1-1A-lcwgs-1-T.clmp.fp2_r1_screen	14684.0	4220.0	1725.0	1247.0	837.0	251.0	253.0	47.0	4.0	0.0	58502.0	870140.0
Sor-ACan_001-Ex1-1A-lcwgs-1-T.clmp.fp2_r2_screen	14643.0	4145.0	1593.0	1216.0	766.0	232.0	243.0	58.0	5.0	0.0	58393.0	870616.0
Sor-ACan_002-Ex1-2A-lcwgs-1-T.clmp.fp2_r1_screen	15722.0	2338.0	1616.0	1233.0	886.0	205.0	245.0	61.0	2.0	0.0	61468.0	934151.0
Sor-ACan_002-Ex1-2A-lcwgs-1-T.clmp.fp2_r2_screen	15590.0	2267.0	1626.0	1298.0	864.0	190.0	225.0	47.0	3.0	0.0	61462.0	934355.0
Sor-ACan_003-Ex1-3A-lcwgs-1-T.clmp.fp2_r1_screen	16983.0	1522.0	1973.0	1376.0	960.0	240.0	243.0	54.0	1.0	0.0	70379.0	952368.0
Sor-ACan_003-Ex1-3A-lcwgs-1-T.clmp.fp2_r2_screen	17017.0	1562.0	1958.0	1324.0	855.0	224.0	258.0	51.0	2.0	0.0	70585.0	952263.0
Sor-ACan_004-Ex1-4A-lcwgs-1-T.clmp.fp2_r1_screen	41090.0	3310.0	4293.0	3448.0	2360.0	611.0	581.0	117.0	3.0	0.0	169193.0	2337694.0
Sor-ACan_004-Ex1-4A-lcwgs-1-T.clmp.fp2_r2_screen	41247.0	3260.0	4308.0	3306.0	2271.0	597.0	608.0	109.0	8.0	0.0	169292.0	2337694.0
Sor-ACan_005-Ex1-5A-lcwgs-1-T.clmp.fp2_r1_screen	39310.0	8540.0	4342.0	3297.0	2247.0	628.0	614.0	153.0	4.0	0.0	156191.0	2285551.0
Sor-ACan_005-Ex1-5A-lcwgs-1-T.clmp.fp2_r2_screen	39596.0	8583.0	4313.0	3268.0	2221.0	619.0	566.0	140.0	12.0	0.0	156258.0	2285301.0
Sor-ACan_006-Ex1-6A-lcwgs-1-T.clmp.fp2_r1_screen	79806.0	11511.0	9205.0	6747.0	4473.0	1289.0	1272.0	254.0	19.0	0.0	310580.0	4456080.0
Sor-ACan_006-Ex1-6A-lcwgs-1-T.clmp.fp2_r2_screen	80502.0	11554.0	8722.0	6712.0	4514.0	1183.0	1288.0	240.0	24.0	0.0	310905.0	4455592.0
Sor-ACan_007-Ex1-7A-lcwgs-1-T.clmp.fp2_r1_screen	48343.0	4979.0	5001.0	3882.0	2726.0	712.0	692.0	163.0	9.0	0.0	190836.0	2780936.0
Sor-ACan_007-Ex1-7A-lcwgs-1-T.clmp.fp2_r2_screen	47907.0	4957.0	5115.0	3913.0	2609.0	683.0	686.0	177.0	11.0	0.0	190677.0	2781544.0
Sor-ACan_008-Ex1-8A-lcwgs-1-T.clmp.fp2_r1_screen	38527.0	7103.0	4430.0	3025.0	2230.0	567.0	565.0	105.0	5.0	0.0	157906.0	2262012.0
Sor-ACan_008-Ex1-8A-lcwgs-1-T.clmp.fp2_r2_screen	38472.0	6926.0	4386.0	3036.0	2171.0	568.0	527.0	113.0	10.0	0.0	157759.0	2262507.0
Sor-ACan_009-Ex1-9A-lcwgs-1-T.clmp.fp2_r1_screen	24024.0	4596.0	2621.0	2077.0	1405.0	367.0	290.0	72.0	1.0	0.0	93879.0	1430759.0
Sor-ACan_009-Ex1-9A-lcwgs-1-T.clmp.fp2_r2_screen	24185.0	4565.0	2587.0	2055.0	1294.0	356.0	323.0	62.0	2.0	0.0	94059.0	1430603.0
Sor-ACan_010-Ex1-10A-lcwgs-1-T.clmp.fp2_r1_screen	21004.0	2836.0	2101.0	1658.0	1092.0	299.0	273.0	67.0	3.0	0.0	87007.0	1172022.0
Sor-ACan_010-Ex1-10A-lcwgs-1-T.clmp.fp2_r2_screen	20969.0	2772.0	2055.0	1569.0	1145.0	279.0	256.0	58.0	2.0	0.0	86977.0	1172280.0
Sor-ACan_011-Ex1-11A-lcwgs-1-T.clmp.fp2_r1_screen	15575.0	2284.0	1650.0	1210.0	889.0	234.0	218.0	49.0	5.0	0.0	63259.0	843601.0
Sor-ACan_011-Ex1-11A-lcwgs-1-T.clmp.fp2_r2_screen	15617.0	2279.0	1650.0	1222.0	891.0	209.0	219.0	43.0	8.0	0.0	63514.0	843322.0
Sor-ACan_012-Ex1-12A-lcwgs-1-T.clmp.fp2_r1_screen	10980.0	1309.0	1025.0	863.0	610.0	138.0	140.0	27.0	0.0	0.0	45121.0	615575.0
Sor-ACan_012-Ex1-12A-lcwgs-1-T.clmp.fp2_r2_screen	11106.0	1319.0	1036.0	816.0	596.0	135.0	142.0	36.0	2.0	0.0	44958.0	615642.0
Sor-ACan_013-Ex1-1B-lcwgs-1-T.clmp.fp2_r1_screen	653.0	151.0	96.0	57.0	35.0	12.0	9.0	0.0	0.0	0.0	2278.0	43055.0
Sor-ACan_013-Ex1-1B-lcwgs-1-T.clmp.fp2_r2_screen	614.0	156.0	82.0	63.0	33.0	8.0	12.0	3.0	1.0	0.0	2226.0	43148.0
Sor-ACan_014-Ex1-2B-lcwgs-1-T.clmp.fp2_r1_screen	14032.0	881.0	1680.0	1243.0	834.0	201.0	231.0	40.0	2.0	0.0	44655.0	994222.0
Sor-ACan_014-Ex1-2B-lcwgs-1-T.clmp.fp2_r2_screen	13860.0	945.0	1618.0	1264.0	831.0	197.0	219.0	44.0	3.0	0.0	44712.0	994328.0
Sor-ACan_015-Ex1-3B-lcwgs-1-T.clmp.fp2_r1_screen	21921.0	1548.0	2621.0	1943.0	1293.0	387.0	406.0	63.0	4.0	0.0	69267.0	1281826.0
Sor-ACan_015-Ex1-3B-lcwgs-1-T.clmp.fp2_r2_screen	22069.0	1527.0	2694.0	1892.0	1262.0	377.0	360.0	65.0	3.0	0.0	69618.0	1281412.0
Sor-ACan_016-Ex1-4B-lcwgs-1-T.clmp.fp2_r1_screen	26450.0	1497.0	3144.0	2329.0	1536.0	440.0	371.0	86.0	7.0	0.0	88778.0	1491930.0
Sor-ACan_016-Ex1-4B-lcwgs-1-T.clmp.fp2_r2_screen	26704.0	1428.0	3208.0	2294.0	1510.0	432.0	387.0	97.0	3.0	0.0	88737.0	1491768.0
Sor-ACan_017-Ex1-5B-lcwgs-1-T.clmp.fp2_r1_screen	14069.0	764.0	1640.0	1244.0	876.0	221.0	210.0	51.0	5.0	0.0	45448.0	891435.0
Sor-ACan_017-Ex1-5B-lcwgs-1-T.clmp.fp2_r2_screen	13873.0	714.0	1631.0	1255.0	861.0	223.0	227.0	44.0	2.0	0.0	45411.0	891722.0
Sor-ACan_018-Ex1-6B-lcwgs-1-T.clmp.fp2_r1_screen	20496.0	34184.0	2565.0	1371.0	942.0	297.0	322.0	77.0	2.0	0.0	89236.0	1114169.0
Sor-ACan_018-Ex1-6B-lcwgs-1-T.clmp.fp2_r2_screen	20751.0	34142.0	2494.0	1387.0	930.0	264.0	304.0	84.0	2.0	0.0	88249.0	1115054.0
Sor-ACan_019-Ex1-7B-lcwgs-1-T.clmp.fp2_r1_screen	773.0	1073.0	78.0	52.0	38.0	9.0	17.0	7.0	0.0	0.0	2696.0	46698.0
Sor-ACan_019-Ex1-7B-lcwgs-1-T.clmp.fp2_r2_screen	731.0	1030.0	85.0	55.0	44.0	4.0	13.0	5.0	0.0	0.0	2756.0	46718.0
Sor-ACan_020-Ex1-8B-lcwgs-1-T.clmp.fp2_r1_screen	20704.0	2273.0	2312.0	1732.0	1201.0	287.0	280.0	60.0	3.0	0.0	73429.0	1254219.0
Sor-ACan_020-Ex1-8B-lcwgs-1-T.clmp.fp2_r2_screen	20494.0	2241.0	2220.0	1748.0	1193.0	306.0	296.0	63.0	4.0	0.0	73716.0	1254219.0
Sor-ACan_021-Ex1-9B-lcwgs-1-T.clmp.fp2_r1_screen	8741.0	85067.0	481.0	157.0	21.0	12.0	5.0	27.0	1.0	0.0	39009.0	249060.0
Sor-ACan_021-Ex1-9B-lcwgs-1-T.clmp.fp2_r2_screen	8804.0	83891.0	491.0	160.0	15.0	20.0	1.0	29.0	0.0	0.0	37930.0	251240.0
Sor-ACan_022-Ex1-10B-lcwgs-1-T.clmp.fp2_r1_screen	15547.0	3321.0	1734.0	1293.0	905.0	247.0	227.0	50.0	3.0	0.0	60535.0	936350.0
Sor-ACan_022-Ex1-10B-lcwgs-1-T.clmp.fp2_r2_screen	15639.0	3247.0	1719.0	1262.0	904.0	235.0	242.0	63.0	0.0	0.0	60347.0	936554.0
Sor-ACan_023-Ex1-11B-lcwgs-1-T.clmp.fp2_r1_screen	25639.0	5654.0	2669.0	2010.0	1390.0	364.0	352.0	74.0	9.0	0.0	105789.0	1504958.0
Sor-ACan_023-Ex1-11B-lcwgs-1-T.clmp.fp2_r2_screen	25613.0	5757.0	2624.0	2117.0	1323.0	342.0	357.0	90.0	5.0	0.0	105227.0	1505453.0
Sor-ACan_024-Ex1-12B-lcwgs-1-T.clmp.fp2_r1_screen	6091.0	987.0	678.0	509.0	338.0	118.0	64.0	19.0	4.0	0.0	24230.0	378906.0
Sor-ACan_024-Ex1-12B-lcwgs-1-T.clmp.fp2_r2_screen	6168.0	995.0	656.0	458.0	315.0	95.0	88.0	17.0	1.0	0.0	24163.0	378988.0
Sor-ACan_025-Ex1-1C-lcwgs-1-T.clmp.fp2_r1_screen	40178.0	5636.0	4409.0	3517.0	2422.0	610.0	569.0	131.0	9.0	0.0	153323.0	2676913.0
Sor-ACan_025-Ex1-1C-lcwgs-1-T.clmp.fp2_r2_screen	40403.0	5585.0	4395.0	3351.0	2258.0	580.0	536.0	141.0	11.0	0.0	153544.0	2676913.0
Sor-ACan_026-Ex1-2C-lcwgs-1-T.clmp.fp2_r1_screen	11132.0	101504.0	514.0	184.0	65.0	17.0	10.0	48.0	0.0	0.0	50065.0	353169.0
Sor-ACan_026-Ex1-2C-lcwgs-1-T.clmp.fp2_r2_screen	11003.0	100739.0	541.0	154.0	46.0	22.0	12.0	43.0	4.0	0.0	48029.0	356115.0
Sor-ACan_027-Ex1-3C-lcwgs-1-T.clmp.fp2_r1_screen	28208.0	3321.0	3173.0	2391.0	1618.0	416.0	425.0	76.0	3.0	0.0	108998.0	1631358.0
Sor-ACan_027-Ex1-3C-lcwgs-1-T.clmp.fp2_r2_screen	28346.0	3298.0	3173.0	2320.0	1579.0	382.0	424.0	84.0	9.0	0.0	109014.0	1631358.0
Sor-ACan_028-Ex1-4C-lcwgs-1-T.clmp.fp2_r1_screen	22281.0	1337.0	2649.0	1960.0	1329.0	394.0	369.0	56.0	2.0	0.0	68907.0	1442390.0
Sor-ACan_028-Ex1-4C-lcwgs-1-T.clmp.fp2_r2_screen	22418.0	1332.0	2633.0	1967.0	1194.0	378.0	338.0	74.0	8.0	0.0	69559.0	1441773.0
Sor-ACan_029-Ex1-5C-lcwgs-1-T.clmp.fp2_r1_screen	44228.0	8119.0	5199.0	3807.0	2528.0	675.0	707.0	141.0	17.0	0.0	161053.0	2829853.0
Sor-ACan_029-Ex1-5C-lcwgs-1-T.clmp.fp2_r2_screen	44155.0	8124.0	5093.0	3745.0	2473.0	667.0	692.0	135.0	12.0	0.0	161073.0	2830158.0
Sor-ACan_030-Ex1-6C-lcwgs-1-T.clmp.fp2_r1_screen	61722.0	23356.0	7268.0	5296.0	3502.0	1003.0	1010.0	201.0	23.0	0.0	235993.0	3482402.0
Sor-ACan_030-Ex1-6C-lcwgs-1-T.clmp.fp2_r2_screen	61936.0	23271.0	7149.0	5076.0	3421.0	1005.0	993.0	205.0	12.0	0.0	236306.0	3482402.0
Sor-ACan_031-Ex1-7C-lcwgs-1-T.clmp.fp2_r1_screen	35209.0	15494.0	4452.0	3105.0	2046.0	600.0	662.0	130.0	7.0	0.0	124335.0	2307783.0
Sor-ACan_031-Ex1-7C-lcwgs-1-T.clmp.fp2_r2_screen	35495.0	15252.0	4326.0	3039.0	2065.0	590.0	669.0	156.0	13.0	0.0	125183.0	2307035.0
Sor-ACan_032-Ex1-8C-lcwgs-1-T.clmp.fp2_r1_screen	2287.0	12524.0	591.0	138.0	61.0	18.0	23.0	6.0	0.0	0.0	8909.0	105648.0
Sor-ACan_032-Ex1-8C-lcwgs-1-T.clmp.fp2_r2_screen	2276.0	12273.0	604.0	124.0	55.0	16.0	18.0	8.0	2.0	0.0	8856.0	105973.0
Sor-ACan_033-Ex1-9C-lcwgs-1-T.clmp.fp2_r1_screen	24204.0	8330.0	2753.0	2107.0	1385.0	383.0	403.0	83.0	3.0	0.0	90749.0	1576394.0
Sor-ACan_033-Ex1-9C-lcwgs-1-T.clmp.fp2_r2_screen	24230.0	8323.0	2751.0	2082.0	1334.0	363.0	366.0	97.0	4.0	0.0	90679.0	1576565.0
Sor-ACan_034-Ex1-10C-lcwgs-1-T.clmp.fp2_r1_screen	39047.0	7268.0	23073.0	3174.0	2165.0	571.0	527.0	126.0	3.0	0.0	162179.0	2214308.0
Sor-ACan_034-Ex1-10C-lcwgs-1-T.clmp.fp2_r2_screen	39104.0	7315.0	22964.0	3142.0	2041.0	543.0	502.0	121.0	13.0	0.0	161652.0	2215044.0
Sor-ACan_035-Ex1-11C-lcwgs-1-T.clmp.fp2_r1_screen	2843.0	13754.0	365.0	154.0	107.0	23.0	21.0	13.0	0.0	0.0	12693.0	135620.0
Sor-ACan_035-Ex1-11C-lcwgs-1-T.clmp.fp2_r2_screen	2811.0	13768.0	370.0	156.0	88.0	24.0	26.0	13.0	0.0	0.0	12286.0	136051.0
Sor-ACan_036-Ex1-12C-lcwgs-1-T.clmp.fp2_r1_screen	11468.0	8697.0	1252.0	1010.0	643.0	175.0	154.0	25.0	2.0	0.0	43287.0	709920.0
Sor-ACan_036-Ex1-12C-lcwgs-1-T.clmp.fp2_r2_screen	11638.0	8571.0	1269.0	973.0	608.0	169.0	163.0	52.0	3.0	0.0	43112.0	710075.0
Sor-ACan_037-Ex1-1D-lcwgs-1-T.clmp.fp2_r1_screen	22418.0	4459.0	2517.0	1896.0	1215.0	337.0	334.0	67.0	4.0	0.0	88623.0	1258309.0
Sor-ACan_037-Ex1-1D-lcwgs-1-T.clmp.fp2_r2_screen	22545.0	4451.0	2485.0	1819.0	1202.0	335.0	327.0	85.0	6.0	0.0	88753.0	1258171.0
Sor-ACan_038-Ex1-2D-lcwgs-1-T.clmp.fp2_r1_screen	26241.0	6860.0	2839.0	2175.0	1416.0	401.0	390.0	75.0	5.0	0.0	108643.0	1494227.0
Sor-ACan_038-Ex1-2D-lcwgs-1-T.clmp.fp2_r2_screen	26116.0	6777.0	2655.0	2109.0	1465.0	345.0	334.0	81.0	4.0	0.0	108831.0	1494555.0
Sor-ACan_039-Ex1-3D-lcwgs-1-T.clmp.fp2_r1_screen	19222.0	3181.0	2077.0	1504.0	1016.0	322.0	269.0	48.0	1.0	0.0	72662.0	1170941.0
Sor-ACan_039-Ex1-3D-lcwgs-1-T.clmp.fp2_r2_screen	19182.0	3157.0	2105.0	1514.0	998.0	271.0	285.0	47.0	7.0	0.0	72736.0	1170941.0
Sor-ACan_040-Ex1-4D-lcwgs-1-T.clmp.fp2_r1_screen	20970.0	6097.0	2070.0	1602.0	1073.0	298.0	297.0	74.0	4.0	0.0	89266.0	1084897.0
Sor-ACan_040-Ex1-4D-lcwgs-1-T.clmp.fp2_r2_screen	21266.0	6094.0	2106.0	1556.0	1044.0	289.0	292.0	71.0	6.0	0.0	88665.0	1085259.0
Sor-ACan_041-Ex1-5D-lcwgs-1-T.clmp.fp2_r1_screen	16202.0	10182.0	1716.0	1305.0	855.0	248.0	246.0	50.0	6.0	0.0	66541.0	1005147.0
Sor-ACan_041-Ex1-5D-lcwgs-1-T.clmp.fp2_r2_screen	16676.0	10224.0	1764.0	1307.0	842.0	255.0	274.0	49.0	1.0	0.0	66290.0	1004816.0
Sor-ACan_042-Ex1-6D-lcwgs-1-T.clmp.fp2_r1_screen	28712.0	22438.0	3185.0	2322.0	1573.0	467.0	464.0	99.0	12.0	0.0	106040.0	1704724.0
Sor-ACan_042-Ex1-6D-lcwgs-1-T.clmp.fp2_r2_screen	28847.0	22175.0	2995.0	2268.0	1511.0	430.0	466.0	95.0	2.0	0.0	106149.0	1705098.0
Sor-ACan_043-Ex1-7D-lcwgs-1-T.clmp.fp2_r1_screen	52685.0	5050.0	6750.0	4970.0	3148.0	985.0	953.0	189.0	8.0	0.0	168268.0	2852609.0
Sor-ACan_043-Ex1-7D-lcwgs-1-T.clmp.fp2_r2_screen	52673.0	4974.0	6489.0	4796.0	3019.0	924.0	996.0	169.0	12.0	0.0	169573.0	2851990.0
Sor-ACan_044-Ex1-8D-lcwgs-1-T.clmp.fp2_r1_screen	5000.0	1873.0	524.0	446.0	298.0	72.0	78.0	22.0	1.0	0.0	19236.0	352448.0
Sor-ACan_044-Ex1-8D-lcwgs-1-T.clmp.fp2_r2_screen	5125.0	1893.0	539.0	475.0	314.0	71.0	84.0	20.0	2.0	0.0	19255.0	352220.0
Sor-ACan_045-Ex1-9D-lcwgs-1-T.clmp.fp2_r1_screen	13692.0	7041.0	1538.0	1138.0	705.0	234.0	198.0	53.0	0.0	0.0	51793.0	871398.0
Sor-ACan_045-Ex1-9D-lcwgs-1-T.clmp.fp2_r2_screen	13528.0	7098.0	1491.0	1116.0	726.0	221.0	185.0	51.0	4.0	0.0	51688.0	871682.0
Sor-ACan_046-Ex1-10D-lcwgs-1-T.clmp.fp2_r1_screen	3524.0	44441.0	681.0	187.0	23.0	10.0	4.0	19.0	1.0	0.0	19339.0	142810.0
Sor-ACan_046-Ex1-10D-lcwgs-1-T.clmp.fp2_r2_screen	3415.0	44006.0	690.0	194.0	18.0	6.0	5.0	21.0	2.0	0.0	18585.0	144097.0
Sor-ACan_047-Ex1-11D-lcwgs-1-T.clmp.fp2_r1_screen	33088.0	3381.0	3543.0	2758.0	1781.0	523.0	467.0	112.0	5.0	0.0	129046.0	1808304.0
Sor-ACan_047-Ex1-11D-lcwgs-1-T.clmp.fp2_r2_screen	33045.0	3396.0	3443.0	2689.0	1734.0	472.0	457.0	116.0	3.0	0.0	128754.0	1808899.0
Sor-ACan_048-Ex1-12D-lcwgs-1-T.clmp.fp2_r1_screen	22586.0	4018.0	2784.0	1769.0	1237.0	352.0	346.0	64.0	8.0	0.0	96962.0	1226765.0
Sor-ACan_048-Ex1-12D-lcwgs-1-T.clmp.fp2_r2_screen	22388.0	4111.0	2649.0	1800.0	1220.0	288.0	318.0	59.0	5.0	0.0	97017.0	1227036.0
Sor-ACan_049-Ex1-1E-lcwgs-1-T.clmp.fp2_r1_screen	28287.0	21003.0	2827.0	2099.0	1419.0	408.0	412.0	91.0	5.0	0.0	130323.0	1513520.0
Sor-ACan_049-Ex1-1E-lcwgs-1-T.clmp.fp2_r2_screen	28509.0	20766.0	2765.0	2107.0	1406.0	374.0	339.0	92.0	6.0	0.0	129490.0	1514540.0
Sor-ACan_050-Ex1-2E-lcwgs-1-T.clmp.fp2_r1_screen	39407.0	6653.0	4140.0	3340.0	2197.0	614.0	558.0	148.0	7.0	0.0	160328.0	2401785.0
Sor-ACan_050-Ex1-2E-lcwgs-1-T.clmp.fp2_r2_screen	39642.0	6598.0	4031.0	3167.0	2088.0	572.0	545.0	179.0	7.0	0.0	160039.0	2402309.0
Sor-ACan_051-Ex1-3E-lcwgs-1-T.clmp.fp2_r1_screen	30908.0	4063.0	3333.0	2536.0	1769.0	448.0	422.0	105.0	8.0	0.0	128148.0	1825229.0
Sor-ACan_051-Ex1-3E-lcwgs-1-T.clmp.fp2_r2_screen	30976.0	3971.0	3175.0	2580.0	1709.0	428.0	392.0	107.0	7.0	0.0	127995.0	1825629.0
Sor-ACan_052-Ex1-4E-lcwgs-1-T.clmp.fp2_r1_screen	16086.0	1723.0	1705.0	1294.0	865.0	247.0	230.0	63.0	0.0	0.0	58318.0	921098.0
Sor-ACan_052-Ex1-4E-lcwgs-1-T.clmp.fp2_r2_screen	15967.0	1676.0	1700.0	1301.0	817.0	255.0	232.0	58.0	5.0	0.0	58721.0	920897.0
Sor-ACan_053-Ex1-5E-lcwgs-1-T.clmp.fp2_r1_screen	23825.0	8941.0	3151.0	2208.0	1298.0	362.0	348.0	57.0	12.0	0.0	109315.0	1451306.0
Sor-ACan_053-Ex1-5E-lcwgs-1-T.clmp.fp2_r2_screen	23943.0	8867.0	3151.0	2165.0	1289.0	350.0	319.0	76.0	7.0	0.0	108870.0	1451786.0
Sor-ACan_054-Ex1-6E-lcwgs-1-T.clmp.fp2_r1_screen	7653.0	79162.0	342.0	188.0	79.0	11.0	19.0	44.0	0.0	0.0	37825.0	296211.0
Sor-ACan_054-Ex1-6E-lcwgs-1-T.clmp.fp2_r2_screen	7621.0	78421.0	355.0	181.0	79.0	31.0	16.0	56.0	1.0	0.0	36159.0	298614.0
Sor-ACan_055-Ex1-7E-lcwgs-1-T.clmp.fp2_r1_screen	63732.0	27864.0	6811.0	5410.0	3537.0	1021.0	1019.0	248.0	16.0	0.0	259359.0	3560866.0
Sor-ACan_055-Ex1-7E-lcwgs-1-T.clmp.fp2_r2_screen	63790.0	27279.0	6931.0	5241.0	3340.0	1034.0	1003.0	250.0	11.0	0.0	258959.0	3562045.0
